state,year,fips,vmt,fatalityrate,sb_useage,speed65,speed70,drinkage21,ba08,income,age,primary,secondary
HI,1993,15,8074,0.016596483066678047,0.8419999480247498,0,0,1,0,23638,35.34814453125,1,0
HI,1994,15,7935,0.015374921262264252,0.824999988079071,0,0,1,0,24090,35.526580810546875,1,0
HI,1995,15,7945,0.016362491995096207,0.7990000247955322,0,0,1,0,24848,35.7653923034668,1,0
HI,1996,15,8030,0.018430884927511215,0.800000011920929,0,0,1,0,25086,36.07123947143555,1,0
HI,1997,15,7947,0.016484208405017853,0.800000011920929,0,0,1,1,25598,36.396507263183594,1,0
IA,1983,19,19661,0.02614312618970871,NA,0,0,0,0,11218,35.41376876831055,0,0
IA,1984,19,20497,0.020490802824497223,NA,0,0,0,0,12460,35.60499954223633,0,0
IA,1985,19,20191,0.023475805297493935,0.18000000715255737,0,0,0,0,13042,35.81484603881836,0,0
IA,1986,19,20413,0.02160388045012951,0.4300000071525574,0,0,1,0,13688,36.08493423461914,1,0
IA,1987,19,20808,0.023596692830324173,0.5600000023841858,1,0,1,0,14511,36.37153244018555,1,0
IA,1988,19,21907,0.025425663217902184,0.550000011920929,1,0,1,0,14882,36.568565368652344,1,0
IA,1989,19,22571,0.02277258411049843,0.5899999737739563,1,0,1,0,16058,36.668819427490234,1,0
IA,1990,19,22993,0.020223546773195267,0.6100000143051147,1,0,1,0,16885,36.66960144042969,1,0
IA,1991,19,23020,0.021198958158493042,0.6800000071525574,1,0,1,0,17304,36.69196319580078,1,0
IA,1992,19,23926,0.0182646494358778,0.7099999785423279,1,0,1,0,18368,36.8526496887207,1,0
IA,1993,19,25118,0.018273748457431793,0.7300000190734863,1,0,1,0,18461,36.93944549560547,1,0
IA,1994,19,25737,0.018572483211755753,0.7300000190734863,1,0,1,0,19964,37.05332565307617,1,0
IA,1995,19,25987,0.02027937024831772,0.7599999904632568,1,0,1,0,20412,37.204322814941406,1,0
IA,1996,19,26880,0.01729910634458065,0.75,1,0,1,0,22032,37.29957580566406,1,0
IA,1997,19,27984,0.016723841428756714,0.75,1,0,1,0,23120,37.3758659362793,1,0
ID,1983,16,8287,0.031736455857753754,NA,0,0,0,0,10122,32.17271423339844,0,0
ID,1984,16,7768,0.031153449788689613,NA,0,0,0,0,10780,32.363319396972656,0,0
ID,1985,16,7710,0.03307392820715904,0.23499999940395355,0,0,0,0,11331,32.60077667236328,0,0
ID,1986,16,7781,0.03315769135951996,0.27000001072883606,0,0,0,0,11663,32.86223220825195,0,1
ID,1987,16,8119,0.03202364966273308,0.3199999928474426,1,0,1,0,12265,33.19096374511719,0,1
ID,1988,16,8127,0.031622983515262604,0.3400000035762787,1,0,1,0,13108,33.488563537597656,0,1
ID,1989,16,8422,0.028259320184588432,0.33000001311302185,1,0,1,0,14283,33.70093536376953,0,1
ID,1990,16,9849,0.024774089455604553,0.3499999940395355,1,0,1,0,15346,33.76304626464844,0,1
ID,1991,16,10318,0.025586353614926338,0.46000000834465027,1,0,1,0,15664,33.91727828979492,0,1
ID,1992,16,10764,0.022575251758098602,0.5299999713897705,1,0,1,0,16607,33.99413299560547,0,1
ID,1993,16,11481,0.020033098757267,0.5899999737739563,1,0,1,0,17699,34.041114807128906,0,1
ID,1994,16,11652,0.021455544978380203,0.5400000214576721,1,0,1,0,18186,34.06496047973633,0,1
ID,1995,16,12296,0.021307742223143578,0.5,1,1,1,0,18961,34.20653533935547,0,1
ID,1996,16,12961,0.019905870780348778,0.5,1,1,1,0,19741,34.35408401489258,0,1
ID,1997,16,12880,0.020108696073293686,0.49000000953674316,1,1,1,1,20392,34.50406265258789,0,1
IL,1983,17,67370,0.022651031613349915,NA,0,0,1,0,13180,34.36076736450195,0,0
IL,1984,17,69910,0.022128451615571976,NA,0,0,1,0,14547,34.469303131103516,0,0
IL,1985,17,70844,0.02165321074426174,0.1589999943971634,0,0,1,0,15322,34.60091781616211,0,0
IL,1986,17,74144,0.021525679156184196,0.3620000183582306,0,0,1,0,16106,34.71235656738281,0,1
IL,1987,17,75756,0.021833254024386406,0.37299999594688416,1,0,1,0,17066,34.87645721435547,0,1
IL,1988,17,78483,0.023406343534588814,0.39500001072883606,1,0,1,0,18212,35.033119201660156,0,1
IL,1989,17,81297,0.021501408889889717,0.4000000059604645,1,0,1,0,19427,35.15080261230469,0,1
IL,1990,17,83334,0.019067848101258278,0.47099998593330383,1,0,1,0,20494,35.420413970947266,0,1
IL,1991,17,85430,0.016949549317359924,0.5040000081062317,1,0,1,0,20966,35.4195442199707,0,1
IL,1992,17,87642,0.0157915148884058,0.6399999856948853,1,0,1,0,22209,35.51555252075195,0,1
IL,1993,17,89693,0.015519605949521065,0.6700000166893005,1,0,1,0,22895,35.59360885620117,0,1
IL,1994,17,92316,0.016833484172821045,0.6830000281333923,1,0,1,0,23956,35.62672805786133,0,1
IL,1995,17,94189,0.01683848351240158,0.6869999766349792,1,0,1,0,25135,35.671321868896484,0,1
IL,1996,17,96730,0.015269306488335133,0.6399999856948853,1,0,1,0,26393,35.7241096496582,0,1
IL,1997,17,99319,0.014065788127481937,0.6419999599456787,1,0,1,1,27688,35.78322219848633,0,1
IN,1983,18,39837,0.02550392784178257,NA,0,0,1,0,11001,34.07998275756836,0,0
IN,1984,18,41074,0.02252032980322838,NA,0,0,1,0,12199,34.29331588745117,0,0
IN,1985,18,40782,0.023883085697889328,NA,0,0,1,0,12844,34.491764068603516,0,0
IN,1986,18,40780,0.025453653186559677,0.19600000977516174,0,0,1,0,13513,34.69554901123047,0,0
IN,1987,18,44122,0.023910973221063614,0.367000013589859,1,0,1,0,14324,34.89601516723633,0,1
IN,1988,18,51124,0.02149675227701664,0.44099998474121094,1,0,1,0,15231,35.062870025634766,0,1
IN,1989,18,56192,0.017280040308833122,0.460999995470047,1,0,1,0,16296,35.15726852416992,0,1
IN,1990,18,53697,0.019535541534423828,0.4729999899864197,1,0,1,0,17167,35.44170379638672,0,1
IN,1991,18,54266,0.018833154812455177,0.5199999809265137,1,0,1,0,17624,35.497703552246094,0,1
IN,1992,18,57072,0.015787076205015182,0.5600000023841858,1,0,1,0,18763,35.6531867980957,0,1
IN,1993,18,60461,0.014902167953550816,0.5600000023841858,1,0,1,0,19649,35.76839828491211,0,1
IN,1994,18,62108,0.01563405618071556,0.5600000023841858,1,0,1,0,20734,35.834754943847656,0,1
IN,1995,18,64552,0.014871731400489807,0.6399999856948853,1,0,1,0,21427,35.93618392944336,0,1
IN,1996,18,66220,0.014859559014439583,0.6200000047683716,1,0,1,0,22234,36.06284713745117,0,1
IN,1997,18,68620,0.013625765219330788,0.6299999952316284,1,0,1,0,23202,36.10934066772461,0,1
KS,1983,20,18153,0.022640885785222054,NA,0,0,0,0,12273,34.97045135498047,0,0
KS,1984,20,18717,0.0272479560226202,NA,0,0,0,0,13421,35.08153533935547,0,0
KS,1985,20,19275,0.02521400712430477,0.0989999994635582,0,0,1,0,14121,35.14977264404297,0,0
KS,1986,20,19826,0.02521940879523754,0.23600000143051147,0,0,1,0,14703,35.29528045654297,0,1
KS,1987,20,20561,0.023880161345005035,0.4229999780654907,1,0,1,0,15327,35.36159133911133,0,1
KS,1988,20,21161,0.022825008258223534,0.4819999933242798,1,0,1,0,16040,35.44693374633789,0,1
KS,1989,20,21913,0.01953178457915783,0.5199999809265137,1,0,1,0,16802,35.47808074951172,0,1
KS,1990,20,22849,0.01943192258477211,0.578000009059906,1,0,1,0,17940,35.59708023071289,0,1
KS,1991,20,23186,0.01763995550572872,0.6349999904632568,1,0,1,0,18492,35.600467681884766,0,1
KS,1992,20,24163,0.016016222536563873,0.703000009059906,1,0,1,0,19447,35.71392059326172,0,1
KS,1993,20,24115,0.017748288810253143,0.699999988079071,1,0,1,1,20048,35.79610061645508,0,1
KS,1994,20,24678,0.017910689115524292,0.699999988079071,1,0,1,1,20638,35.86905288696289,0,1
KS,1995,20,25153,0.01757245697081089,0.5400000214576721,1,1,1,1,21481,36.015464782714844,0,1
KS,1996,20,25942,0.018888289108872414,0.5400000214576721,1,1,1,1,22707,36.13587951660156,0,1
KS,1997,20,26524,0.01817222125828266,0.5600000023841858,1,1,1,1,23972,36.162933349609375,0,1
KY,1983,21,26719,0.029117856174707413,0.05999999865889549,0,0,1,0,9696,34.016822814941406,0,0
KY,1984,21,27951,0.026975778862833977,0.07000000029802322,0,0,1,0,10838,34.19585418701172,0,0
KY,1985,21,28520,0.024964936077594757,0.09000000357627869,0,0,1,0,11278,34.39881134033203,0,0
KY,1986,21,29252,0.027519484981894493,0.12999999523162842,0,0,1,0,11715,34.62643814086914,0,0
KY,1987,21,30320,0.02783641219139099,0.20999999344348907,1,0,1,0,12441,34.87771224975586,0,0
KY,1988,21,31614,0.026507243514060974,NA,1,0,1,0,13187,35.128299713134766,0,0
KY,1989,21,32165,0.024001244455575943,0.25999999046325684,1,0,1,0,14204,35.33683776855469,0,0
KY,1990,21,33639,0.025238562375307083,0.3199999928474426,1,0,1,0,15085,35.5931396484375,0,0
KY,1991,21,35213,0.023457245901226997,0.38999998569488525,1,0,1,0,15719,35.66816329956055,0,0
KY,1992,21,38062,0.021412432193756104,0.4099999964237213,1,0,1,0,16677,35.791831970214844,0,0
KY,1993,21,39598,0.021996060386300087,0.41999998688697815,1,0,1,0,17207,35.91676330566406,0,0
KY,1994,21,39822,0.01953693851828575,0.5799999833106995,1,0,1,0,17872,35.99732971191406,0,1
KY,1995,21,41095,0.020659446716308594,0.5400000214576721,1,0,1,0,18601,36.15644836425781,0,1
KY,1996,21,42586,0.01977175660431385,0.550000011920929,1,0,1,0,19475,36.3198127746582,0,1
KY,1997,21,44762,0.019145704805850983,0.5400000214576721,1,0,1,0,20570,36.368167877197266,0,1
LA,1983,22,27573,0.0338374488055706,NA,0,0,0,0,10724,32.13996124267578,0,0
LA,1984,22,31588,0.030422944575548172,NA,0,0,0,0,11421,32.271053314208984,0,0
LA,1985,22,33365,0.027903491631150246,NA,0,0,0,0,11876,32.40501022338867,0,0
LA,1986,22,29861,0.031211279332637787,0.11999999731779099,0,0,0,0,11802,32.64546203613281,0,0
LA,1987,22,30599,0.02699434570968151,0.3499999940395355,1,0,1,0,12010,32.884273529052734,0,1
LA,1988,22,34682,0.026670895516872406,0.36000001430511475,1,0,1,0,12829,33.091407775878906,0,1
